Server Name,FQDN,System Role,App_Name,Segment,App_Owner,Operating System,O/S Service Pack,Server Model,Service Tag,BIOS Ver,Clustered Y-N,BMC Ver,CMC Ver,CPLD Ver,PERC Type,PERC F/W,Processor Type,Processor Speed,Mem (MB),Kernel Ver,SCCM Agent,BL Agent,VAS Ver,IP addr,Subnet Mask,Bonded/Teamed Y-N,DHCP Enabled Y-N,MAC Addr,Gateway,NIC Model,NIC Driver,NIC F/W,NIC Speed,DRAC DNS Name,DRAC Type,DRAC F/W,DRAC Static/DHCP,DRAC IP addr,DRAC Mask,DRAC in DNS? Y-N,SYS O/S Part Size,PERC Vol 1 RAID Type,PERC Vol 1 Size,PERC Vol 2 Type,PERC Vol 2 Size,HBA Model,HBA F/W,HBA Driver,iSCSI Ip addr1,iSCSI Mask1,iSCSI Ip addr2,iSCSI Mask2,Equallogic HIT KIT Ver,Path Software Types,Path Software Ver,Naviagent Service on-off,Naviagent Ver,OMSA Ver,VIP IP,VIP FQDN,Scan Date
ausiltsap11,ausiltsap11.us.dell.com,PREP,UDE- BLAZE,DCS,"Szymanski, Carlon",OEL,6.5,VMware Virtual Platform,VMware-42 3d c7 bb 5c 01 68 b9-ec c9 e6 43 ca 30 e4 8b,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3828,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.160.148.209,255.255.240.0,N,N,00:50:56:bd:1b:dd,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
aussltsap10,aussltsap10.us.dell.com,PRODUCTION,WEBLOGIC PLATFORM,GOCQ,"Kommana, Chuck",OEL,6.5,VMware Virtual Platform,VMware-42 3d 34 24 e1 38 7b a6-5e 1c c8 ff 04 1c bc a9,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2199.999Mhz,3828,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.160.149.255,255.255.240.0,N,N,00:50:56:bd:04:6f,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausulgtmapp21,ausulgtmapp21.us.dell.com,PRODUCTION,Octane,DCS,"Acharya, Harsh",OEL,6.5,VMware Virtual Platform,VMware-42 27 dd 9f 86 65 4a bd-00 1f c2 87 2c c7 8a f2,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,11908,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.166.212.137,255.255.255.0,N,N,00:50:56:a7:5a:dd,10.166.212.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,42.9 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausultsap16,ausultsap16.us.dell.com,PRODUCTION,File Retrieval Server,GSD Business,"Yanez, Juanita",OEL,6.5,VMware Virtual Platform,VMware-42 3d 4c 2a e2 d9 2e 49-40 d7 7a 95 9d 65 13 03,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3828,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.160.149.6,255.255.240.0,N,N,00:50:56:bd:2e:44,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
penplnxadm01,penplnxadm01.pen.apac.dell.com,PRODUCTION,WebSphere MQ Series,GOCQ,"Kommana, Chuck",OEL,7,VMware Virtual Platform,VMware-42 3f 3b 27 f0 40 df e7-12 b1 77 01 96 c1 d2 63,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,9837,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.92.40.224,255.255.252.0,N,N,00:50:56:bf:0b:fe,10.92.40.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausilrmdevdb01,ausilrmdevdb01.us.dell.com,PRODUCTION,Compliance Integration Services (CIS),ETS,"J, Ramesh",OEL,6.5,PowerEdge M620,8HNMS22,2.5.4,Y,na,5.11,1.0.7,PERC H710P,21.3.2-0005,12xIntel(R) Xeon(R) E5-2630L,2000.050Mhz,64378,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.160.121.121,255.255.252.0,Y,N,54:9f:35:50:c8:c0,10.160.120.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-8HNMS22,iDRAC7,2.30.30.30,Static,10.160.91.152,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A12 (U3F2.01A12); sli-3,8.3.7.21.4p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-72.0.1.el6_5.4.x86_64,na,na,8.3.0,10.160.121.122,ausilrmdevdb01-vip.us.dell.com,8/3/2016
amsplivrwl03,amsplivrwl03.ams.emea.dell.com,PRODUCTION,AppDynamics Application Performance Monitoring,IEO,"Herpich, Fernando",OEL,7,PowerEdge R630,81GSQ92,1.5.4,N,na,na,na,na,na,32xIntel(R) Xeon(R) E5-2630,2905.031Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.26.160.123,255.255.254.0,Y,N,ec:f4:bb:ee:d4:f2,10.26.160.1,Intel Corporation Ethernet Controller 10-Gigabit X540-AT2 (rev 03),ixgbe,0x800005a0,Autoneg on 1000Mb/s Full Duplex,RACADM Error/RAC Not Configured,na,na,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.3.0,na,na,8/3/2016
ausplnvbups306,ausplnvbups306.us.dell.com,PRODUCTION,AppDynamics Application Performance Monitoring,IEO,"Herpich, Fernando",OEL,7,PowerEdge R620,208NZ12,2.5.2,N,na,na,na,na,na,24xIntel(R) Xeon(R) E5-2630L,1199.921Mhz,31965,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.191.10.222,255.255.255.192,Y,N,a0:36:9f:67:6f:80,10.191.10.193,Intel Corporation Ethernet 10G 2P X520 Adapter (rev 01),ixgbe,0x800007f5,Autoneg on 10000Mb/s Full Duplex,RACADM Error/RAC Not Configured,na,na,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,299.4 GB,na,299.4 GB,na,1798.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,8.3.0,na,na,8/2/2016
ausslgsdp04,ausslgsdp04.us.dell.com,PREP,File Upload Server,GSD Business,"Yanez, Juanita",OEL,6.5,PowerEdge M630,3HDF282,1.4.5,Y,na,5.11,1.0.5,PERC H730P,25.3.0.0016,16xIntel(R) Xeon(R) E5-2630,2394.346Mhz,290541,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.160.121.174,255.255.252.0,Y,N,d0:43:1e:e4:f0:ff,10.160.120.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-3HDF282,iDRAC8,2.21.21.21,Static,10.160.92.172,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A10 (U3F2.01A10); sli-3,8.3.7.21.4p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-72.0.1.el6.x86_64,na,na,8.1.0,10.160.121.175,ausslgsdp04-vip.us.dell.com,8/3/2016
ausplgcccdb03.us.dell.com,ausplgcccdb03.us.dell.com SCRIPT FAILURE,PREP,File Upload Server,GSD Business,"Yanez, Juanita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ausflesdata13,ausflesdata13.us.dell.com,PREP,Functional API (FAPI),GSD Business,"Yanez, Juanita",OEL,7,PowerEdge M630,CWGD282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1607.812Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.178,255.255.252.0,Y,N,d0:43:1e:d7:a3:7b,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-CWGD282,iDRAC8,2.21.21.21,Static,10.177.124.127,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.1.0,na,na,8/2/2016
ausfldpsoaap01,ausfldpsoaap01.us.dell.com,PREP,HARMONY SALES TOOL,DCS,"Shaw, Bill",OEL,7,PowerEdge M630,620Q282,1.4.5,N,na,na,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1955.062Mhz,96411,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.202,255.255.252.0,Y,N,d0:43:1e:f2:2a:7f,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-620Q282,na,na,Static,10.177.124.134,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.1.0,na,na,8/3/2016
ausulfbeb2bwb02,ausulfbeb2bwb02.us.dell.com,PREP,SupportAssist Intelligence Engine (SAIE)-AMDB,GSD Business,"Yanez, Juanita",OEL,7,VMware Virtual Platform,VMware-42 27 ba e5 48 19 b6 5e-be 47 fc b6 f8 53 30 10,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,5801,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.209.17,255.255.254.0,N,N,00:50:56:a7:78:00,10.166.208.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausflesdata15,ausflesdata15.us.dell.com,PREP,PLATFORM INFRASTRUCTURE,IEO,"White, Spike",OEL,7,PowerEdge M630,CWGG282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1348.875Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.180,255.255.252.0,Y,N,d0:43:1e:d7:a3:95,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-CWGG282,iDRAC8,2.21.21.21,Static,10.177.124.129,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.1.0,na,na,8/3/2016
ausplpltcamdb06,ausplpltcamdb06.us.dell.com,PREP,Compliance Integration Services (CIS),ETS,"J, Ramesh",OEL,6.5,PowerEdge M630,4WCP482,2.0.1,Y,na,5.11,1.0.5,PERC H730P,25.4.0.0015,32xIntel(R) Xeon(R) E5-2630,2394.476Mhz,516764,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.200,255.255.252.0,Y,N,a0:36:9f:89:e0:80,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-4WCP482,iDRAC8,2.30.30.30,Static,10.177.124.144,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A10 (U3F2.01A10); sli-3,8.3.7.21.4p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-72.0.1.el6.x86_64,na,na,8.2.0,10.177.118.201,ausplpltcamdb06-vip.us.dell.com,8/2/2016
ausplescorpap02,ausplescorpap02.us.dell.com,PERFORMANCE,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,6.5,PowerEdge M630,7VRKR52,1.1.10,N,na,5.11,1.0.0,PERC H730P,25.2.2-0004,32xIntel(R) Xeon(R) E5-2630,2394.579Mhz,64314,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.166.133.135,255.255.255.0,Y,N,b8:2a:72:92:6c:36,10.166.133.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x800007f6,Autoneg on 1000Mb/s Full Duplex,idrac,iDRAC8,2.10.10.10,Static,10.178.124.118,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.1.0,na,na,8/3/2016
ausflesdata02,ausflesdata02.us.dell.com,PERFORMANCE,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,PowerEdge M630,DH4J282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1821.468Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.167,255.255.252.0,Y,N,d0:43:1e:f2:2a:58,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-DH4J282,iDRAC8,2.21.21.21,Static,10.177.124.116,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.1.0,na,na,8/2/2016
ausulilusfed03,ausulilusfed03.us.dell.com,PERFORMANCE,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,6.5,VMware Virtual Platform,VMware-42 27 9f c8 ce 90 90 7d-6b 63 2a 3e d5 c9 6b 42,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,5848,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.95,255.255.240.0,N,N,00:50:56:a7:2c:19,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,29.0 GB,na,29.0 GB,na,108.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausddelora2,ausddelora2.us.dell.com,PERFORMANCE,HRDM - Human Resources Document Management,GOCQ,"Stangl, Gabriela",OEL,6.5,VMware Virtual Platform,VMware-42 3d 66 c3 55 79 de 71-27 35 16 8a 09 60 fa a7,6,Y,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3828,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.160.148.74,255.255.240.0,N,N,00:50:56:bd:29:bc,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,80.5 GB,na,80.5 GB,na,3221 MB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausplm2gapcdb03,ausplm2gapcdb03.us.dell.com,PERFORMANCE,RTPA,DCS,"Szymanski, Carlon",OEL,7,PowerEdge M630,7VMR382,1.4.5,Y,na,5.11,1.0.5,PERC H730P,25.3.0.0016,16xIntel(R) Xeon(R) E5-2630,2615.531Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.178.241.230,255.255.252.0,Y,N,d0:43:1e:d7:e1:4e,10.178.240.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-7VMR382,iDRAC8,2.21.21.21,Static,10.178.126.87,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A10 (U3F2.01A10),8.3.7.34.3p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-85.el7_2.1.x86_64,na,na,8.2.0,10.178.241.231,ausplm2gapcdb03-vip.us.dell.com,8/3/2016
ausfldpgtmapp01,ausfldpgtmapp01.us.dell.com,PERFORMANCE,RTPA,DCS,"Szymanski, Carlon",OEL,6.5,PowerEdge M630,CKBJ282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,2394.472Mhz,31996,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.166.136.124,255.255.255.0,Y,N,d0:43:1e:c7:d5:e9,10.166.136.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-CKBJ282,iDRAC8,2.30.30.30,Static,10.177.124.152,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/2/2016
ausulfbeb2bws01,ausulfbeb2bws01.us.dell.com,DEVELOPMENT,Corporate Oracle WebCenter (COWC),GOCQ,"Stangl, Gabriela",OEL,7,VMware Virtual Platform,VMware-42 27 0d d6 91 f0 08 6e-55 ca 94 18 37 1c 36 47,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3785,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.209.26,255.255.254.0,N,N,00:50:56:a7:2b:54,10.166.208.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausulfbeb2bms02,ausulfbeb2bms02.us.dell.com,DEVELOPMENT,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,7,VMware Virtual Platform,VMware-42 27 1d 78 e4 e3 ec 9d-54 c3 c8 61 b5 fc ef 73,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3785,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.209.25,255.255.254.0,N,N,00:50:56:a7:49:90,10.166.208.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausflsoadb02,ausflsoadb02.us.dell.com,DEVELOPMENT,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,PowerEdge M630,61ZS282,1.4.5,Y,na,na,1.0.5,na,na,16xIntel(R) Xeon(R) E5-2630,1426.968Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.210,255.255.252.0,Y,N,d0:43:1e:e5:6b:f4,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000627,Autoneg on 10000Mb/s Full Duplex,idrac-61ZS282,na,na,Static,10.177.124.138,255.255.248.0,N,599.6 GB,na,599.6 GB,na,7969 MB,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A10 (U3F2.01A10),8.3.7.34.3p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-85.el7_2.1.x86_64,na,na,8.2.0,10.177.118.211,ausflsoadb02-vip.us.dell.com,8/2/2016
auspldpsoaap03,auspldpsoaap03.us.dell.com,DEVELOPMENT,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,PowerEdge M630,CWGL282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,2760.562Mhz,96411,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.134.121,255.255.255.0,Y,N,d0:43:1e:d6:f8:2f,10.166.134.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-CWGL282,iDRAC8,2.21.21.21,Static,10.178.126.114,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/2/2016
ausilsoaapp23,ausilsoaapp23.us.dell.com,DEVELOPMENT,HRDM - Human Resources Document Management,GOCQ,"Stangl, Gabriela",OEL,7,VMware Virtual Platform,VMware-42 27 21 81 a8 c6 9d d4-7c 61 73 95 3b 04 a1 ce,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,13865,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.165,255.255.240.0,N,N,00:50:56:a7:66:33,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,107.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausulsoaapp48,ausulsoaapp48.us.dell.com,DEVELOPMENT,RTPA,DCS,"Szymanski, Carlon",OEL,7,VMware Virtual Platform,VMware-42 27 2b e1 96 56 27 fa-a0 17 73 5d c4 29 44 72,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,13801,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.170,255.255.240.0,N,N,00:50:56:a7:48:ba,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,107.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausplesdata09,ausplesdata09.us.dell.com,DR,RTPA,DCS,"Szymanski, Carlon",OEL,7,PowerEdge M630,DH3K282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,2460.937Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.178.241.212,255.255.252.0,Y,N,d0:43:1e:d6:f7:fb,10.178.240.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-DH3K282,iDRAC8,2.21.21.21,Static,10.178.126.110,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/2/2016
pendlipmsint02,pendlipmsint02.pen.apac.dell.com,DR,Corporate Oracle WebCenter (COWC),GOCQ,"Stangl, Gabriela",OEL,7,VMware Virtual Platform,VMware-42 26 83 af d6 de 08 77-e3 fc 10 c8 2b b2 a7 ae,6,Y,na,na,na,na,na,2xIntel(R) Xeon(R) X5650,2660.000Mhz,7821,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21140,10.99.244.72,255.255.255.0,N,N,00:50:56:a6:05:31,10.99.244.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,71.9 GB,na,71.9 GB,na,5368 MB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausdbplora1,ausdbplora1.us.dell.com,DR,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,7,VMware Virtual Platform,VMware-42 3d 8d 5a e4 1d 99 5c-14 a0 57 49 1b 95 0e 86,6,Y,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3785,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.160.148.71,255.255.240.0,N,N,00:50:56:bd:7f:58,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,80.5 GB,na,80.5 GB,na,3221 MB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
kulpldcssazdb02,kulpldcssazdb02.kul.apac.dell.com,DR,UDE- BLAZE,DCS,"Szymanski, Carlon",OEL,6.5,PowerEdge R620,8KG1232,2.4.3,Y,na,na,na,na,na,12xIntel(R) Xeon(R) E5-2630L,2000.102Mhz,32058,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.93.225.152,255.255.248.0,Y,N,ec:f4:bb:cb:2c:78,10.93.224.1,Intel Corporation Ethernet Controller 10-Gigabit X540-AT2 (rev 01),ixgbe,0x80000561,Autoneg on 1000Mb/s Full Duplex,RACADM Error/RAC Not Configured,na,na,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,na,na,na,na,na,Emulex LPe12000-M8 8Gb PCIe Fibre Channel Adapter,2.01A12 (U3D2.01A12); sli-3,8.3.7.21.4p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-72.0.1.el6_5.4.x86_64,na,na,8.3.0,10.93.225.153,kulpldcssazdb02-vip.kul.apac.dell.com,8/3/2016
ausflcesrdb01,ausflcesrdb01.us.dell.com,SIT/UAT,WEBLOGIC PLATFORM,GOCQ,"Kommana, Chuck",OEL,6.5,VMware Virtual Platform,VMware-42 10 0a 21 4b a1 26 c6-f4 6f 27 65 21 eb bd a9,6,Y,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15947,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.177.50.250,255.255.240.0,N,N,00:50:56:90:57:ad,10.177.48.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,69.8 GB,na,69.8 GB,na,5368 MB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
